n,m,fidelity_avg
1018,5,0.9986089656797041
1019,5,0.9986041504063763
1020,5,0.9986281572124437
1021,5,0.9986209343024521
1022,5,0.9986498027555616
1023,5,0.9986401953957633
1024,5,0.9986425798455699
1025,5,0.9986305184753933
1026,5,0.9986425566587126
1027,5,0.9986521872053683
1028,5,0.9986498027555614
1029,5,0.9986474183057548
1030,5,0.998645010669091
1031,5,0.9986329492989141
1032,5,0.9986281340255865
1033,5,0.998623318752259
1034,5,0.9986353801224355
1035,5,0.9986570256655534
1036,5,0.9986570256655534
1037,5,0.9986498027555617
1038,5,0.9986498027555617
1039,5,0.9986714482986794
1040,5,0.9986690870357299
1041,5,0.9986690638488726
1042,5,0.9986690406620155
1043,5,0.9986762635720071
1044,5,0.9986666098384944
1045,5,0.9986666098384944
1046,5,0.9986690174751583
1047,5,0.9986666098384944
1048,5,0.9986377181985279
1049,5,0.9986521408316539
1050,5,0.9986641790149734
1051,5,0.998671401924965
1052,5,0.9986810324716204
1053,5,0.9986786248349565
1054,5,0.9986714251118219
1055,5,0.998671401924965
1056,5,0.9986593869285026
1057,5,0.9986617481914523
1058,5,0.9986689942883011
1059,5,0.9986425334718556
1060,5,0.9986473719320406
1061,5,0.9986617945651666
1062,5,0.998649756381847
1063,5,0.9986401490220487
1064,5,0.9986593637416458
1065,5,0.9986425334718556
1066,5,0.9986545484683178
1067,5,0.998666540277923
1068,5,0.9986761940114357
1069,5,0.9986834169214274
1070,5,0.998671378738108
1071,5,0.9986545484683179
1072,5,0.9986593637416458
1073,5,0.9986617713783096
1074,5,0.9986569561049818
1075,5,0.9986665634647802
1076,5,0.9986617713783095
1077,5,0.9986786016480994
1078,5,0.9986761940114355
1079,5,0.9986689711014439
1080,5,0.9986737863747718
1081,5,0.9986545484683179
1082,5,0.9986545484683179
1083,5,0.9986593405547884
1084,5,0.9986617481914523
1085,5,0.9986737400010572
1086,5,0.9986809629110489
1087,5,0.9986617713783095
1088,5,0.9986737863747717
1089,5,0.9986545020946035
1090,5,0.9986713323643934
1091,5,0.9986713787381079
1092,5,0.9986809629110488
1093,5,0.998676147637721
1094,5,0.998678555274385
1095,5,0.9986785784612422
1096,5,0.9986905934577044
1097,5,0.9986713787381077
1098,5,0.9986737863747716
1099,5,0.9986785784612421
1100,5,0.9986641326412589
1101,5,0.9986497100081325
1102,5,0.9986641094544015
1103,5,0.9986592941810739
1104,5,0.9986641326412589
1105,5,0.9986545252814605
1106,5,0.9986545484683178
1107,5,0.9986520944579393
1108,5,0.9986593405547881
1109,5,0.9986593405547882
1110,5,0.9986376950116705
1111,5,0.9986376950116705
1112,5,0.9986545252814604
1113,5,0.9986400794614771
1114,5,0.9986473023714687
1115,5,0.9986545252814605
1116,5,0.9986810092847631
1117,5,0.9986497331949896
1118,5,0.9986593405547882
1119,5,0.9986785552743849
1120,5,0.9986761476377211
1121,5,0.9986785784612421
1122,5,0.9986761476377212
1123,5,0.9986833705477128
1124,5,0.9986905934577044
1125,5,0.9986785784612421
1126,5,0.9986906166445614
1127,5,0.9986833937345699
1128,5,0.9986954087310322
1129,5,0.9986930010943681
1130,5,0.9986833705477126
1131,5,0.9986785552743849
1132,5,0.9986641558281159
1133,5,0.9986809629110487
1134,5,0.998671332364393
1135,5,0.9986713555512504
1136,5,0.9986641326412588
1137,5,0.9986713555512504
1138,5,0.9986833937345698
1139,5,0.9986930242812252
1140,5,0.9986906166445614
1141,5,0.9986858013712336
1142,5,0.9986905934577043
1143,5,0.9986905934577043
1144,5,0.9986905934577041
1145,5,0.9986881858210401
1146,5,0.998668924727729
1147,5,0.9986785552743846
1148,5,0.9986592941810736
1149,5,0.998652071271082
1150,5,0.998652071271082
1151,5,0.9986641094544014
1152,5,0.9986496868212753
1153,5,0.9986569097312669
1154,5,0.9986520944579391
1155,5,0.998637671824813
1156,5,0.9986352641881492
1157,5,0.9986641326412585
1158,5,0.9986930010943681
1159,5,0.9987098313641581
1160,5,0.998714646637486
1161,5,0.9987266616339481
1162,5,0.9987218463606202
1163,5,0.9987122158139647
1164,5,0.9987025852673092
1165,5,0.9987170079004354
1166,5,0.998724230810427
1167,5,0.9987170079004353
1168,5,0.9987025852673093
1169,5,0.9987122158139649
1170,5,0.9987074237274942
1171,5,0.9987146002637716
1172,5,0.9987097849904436
1173,5,0.9987146002637712
1174,5,0.998702585267309
1175,5,0.9987049697171159
1176,5,0.9987097618035863
1177,5,0.9986929083469391
1178,5,0.9987025388935948
1179,5,0.9987265920733766
1180,5,0.9987001312569309
1181,5,0.9987145538900571
1182,5,0.9987073541669227
1183,5,0.9987097618035865
1184,5,0.998702562080452
1185,5,0.9987169847135781
1186,5,0.9987145538900571
1187,5,0.9987073309800657
1188,5,0.9987097386167295
1189,5,0.9987242076235701
1190,5,0.9987266152602338
1191,5,0.998704946530259
1192,5,0.9987097386167295
1193,5,0.9986760780771492
1194,5,0.9986905238971328
1195,5,0.9987001080700738
1196,5,0.998685708623805
1197,5,0.9987073309800656
1198,5,0.9987217768000488
1199,5,0.9987314073467044
1200,5,0.9987193691633849
1201,5,0.9987000848832166
1202,5,0.9987000848832165
1203,5,0.9986976772465528
1204,5,0.9986976772465529
1205,5,0.9986976772465529
1206,5,0.9986856854369478
1207,5,0.998678462526956
1208,5,0.9986953159836032
1209,5,0.9986929083469392
1210,5,0.998700131256931
1211,5,0.9987241844367127
1212,5,0.9987169615267212
1213,5,0.9987145770769144
1214,5,0.9987073541669228
1215,5,0.9987145770769144
1216,5,0.9987073541669229
1217,5,0.9987097618035866
1218,5,0.9987169847135782
1219,5,0.9987217999869059
1220,5,0.9987193691633849
1221,5,0.9987241612498554
1222,5,0.9987169615267211
1223,5,0.9987289997100405
1224,5,0.998719369163385
1225,5,0.9987121462533932
1226,5,0.998733791796511
1227,5,0.9987313841598472
1228,5,0.9987265688865195
1229,5,0.998736199433175
1230,5,0.9987289765231835
1231,5,0.9987289765231835
1232,5,0.998738607069839
1233,5,0.9987506452531584
1234,5,0.9987530528898222
1235,5,0.9987746984329399
1236,5,0.9987626834364778
1237,5,0.9987699063464693
1238,5,0.998777106069604
1239,5,0.998772290796276
1240,5,0.9987722676094188
1241,5,0.9987602526129568
1242,5,0.9987674755229483
1243,5,0.9987771060696038
1244,5,0.9987626602496203
1245,5,0.9987746984329401
1246,5,0.9987795137062678
1247,5,0.998777129256461
1248,5,0.9987771292564611
1249,5,0.9987843289795956
1250,5,0.9987818981560744
1251,5,0.9987747216197971
1252,5,0.9987915750764444
1253,5,0.9987843289795957
1254,5,0.9987963671629151
1255,5,0.9987891210660663
1256,5,0.9987939363393941
1257,5,0.9987915518895873
1258,5,0.9987963439760579
1259,5,0.9987891210660663
1260,5,0.9987843289795956
1261,5,0.9987843057927385
1262,5,0.9987771060696039
1263,5,0.9987795137062678
1264,5,0.9987939363393938
1265,5,0.9987819445297886
1266,5,0.9987795368931249
1267,5,0.998796367162915
1268,5,0.9987963439760579
1269,5,0.9988059745227135
1270,5,0.9987987516127218
1271,5,0.9987915518895872
1272,5,0.9987867366162594
1273,5,0.9987891210660661
1274,5,0.9988131742458478
1275,5,0.9988203971558396
1276,5,0.9988059513358564
1277,5,0.9988083589725203
1278,5,0.998793913152537
1279,5,0.9987890978792093
1280,5,0.9988059513358565
1281,5,0.998793913152537
1282,5,0.9988131742458483
1283,5,0.9988107666091842
1284,5,0.9987987284258647
1285,5,0.9987939363393942
1286,5,0.9988035436991926
1287,5,0.9987939131525368
1288,5,0.9987963207892008
1289,5,0.9988035205123352
1290,5,0.998810766609184
1291,5,0.9988059513358564
1292,5,0.9988203739689826
1293,5,0.9988203739689826
1294,5,0.9988179663323187
1295,5,0.9988059281489994
1296,5,0.9988348197889658
1297,5,0.9988275968789742
1298,5,0.9988324121523019
1299,5,0.9988203971558397
1300,5,0.998839658249151
1301,5,0.9988396582491507
1302,5,0.9988324353391591
1303,5,0.9988300277024953
1304,5,0.9988275968789742
1305,5,0.9988300277024953
1306,5,0.9988275968789742
1307,5,0.9988275968789742
1308,5,0.9988203739689826
1309,5,0.9988203739689827
1310,5,0.9988203739689826
1311,5,0.9988275968789744
1312,5,0.9988275968789743
1313,5,0.9988227816056463
1314,5,0.998832412152302
1315,5,0.9988275968789743
1316,5,0.9988179663323187
1317,5,0.9988083357856632
1318,5,0.9987987284258648
1319,5,0.9988203739689827
1320,5,0.9988275968789743
1321,5,0.9988035205123352
1322,5,0.9988107434223268
1323,5,0.9988059281489992
1324,5,0.9987938899656797
1325,5,0.9988011128756715
1326,5,0.9988035205123355
1327,5,0.9987987284258648
1328,5,0.998796297602344
1329,5,0.9987987052390078
1330,5,0.9987842826058818
1331,5,0.9987938899656801
1332,5,0.9987890746923525
1333,5,0.9987722444225622
1334,5,0.9987746520592261
1335,5,0.9987698367858985
1336,5,0.9987842826058819
1337,5,0.9987818517823607
1338,5,0.9987987052390077
1339,5,0.99879388996568
1340,5,0.9987914823290162
1341,5,0.9987842362321673
1342,5,0.9988010896888145
1343,5,0.9987866438688311
1344,5,0.9988010896888146
1345,5,0.9987722212357051
1346,5,0.9987697904121838
1347,5,0.9987625906890495
1348,5,0.9987625675021923
1349,5,0.9987794209588394
1350,5,0.99876738277552
1351,5,0.9987625675021922
1352,5,0.9987553677790577
1353,5,0.99875055250573
1354,5,0.998764975138856
1355,5,0.9987697904121838
1356,5,0.9987866438688311
1357,5,0.9987962744154867
1358,5,0.9987818517823603
1359,5,0.9987842594190245
1360,5,0.9988107202354698
1361,5,0.9988034973254782
1362,5,0.9988058817752848
1363,5,0.9988082894119489
1364,5,0.9987986820521504
1365,5,0.9988107202354698
1366,5,0.9988155355087976
1367,5,0.9988203507821256
1368,5,0.998810743422327
1369,5,0.9988155123219404
1370,5,0.9988227352319322
1371,5,0.998808312598806
1372,5,0.9987890515054949
1373,5,0.9987962744154865
1374,5,0.9987938667788225
1375,5,0.9987914591421587
1376,5,0.9987938667788226
1377,5,0.998786643868831
1378,5,0.9988010896888142
1379,5,0.9987938667788225
1380,5,0.9987986820521504
1381,5,0.998801066501957
1382,5,0.9988058817752846
1383,5,0.9988058817752847
1384,5,0.9987938435919651
1385,5,0.9987793977719818
1386,5,0.9987842130453097
1387,5,0.9987890283186375
1388,5,0.9987794209588393
1389,5,0.9987914591421588
1390,5,0.9987866438688311
1391,5,0.9987697904121838
1392,5,0.9987770133221756
1393,5,0.9987601598655285
1394,5,0.9987625675021923
1395,5,0.9987746056855118
1396,5,0.9987674059623772
1397,5,0.9987553677790577
1398,5,0.9987770365090326
1399,5,0.9987650215125703
1400,5,0.9987770365090328
1401,5,0.9987649983257133
1402,5,0.9987625906890495
1403,5,0.9987866438688311
1404,5,0.9987938667788228
1405,5,0.9987962744154866
1406,5,0.9987890283186377
1407,5,0.9987914359553016
1408,5,0.9987962512286295
1409,5,0.9987890283186377
1410,5,0.9987914359553016
1411,5,0.9988155123219404
1412,5,0.9987986588652933
1413,5,0.9987746056855116
1414,5,0.9987794209588393
1415,5,0.998786643868831
1416,5,0.9988010665019571
1417,5,0.9988034741386209
1418,5,0.9987938435919655
1419,5,0.9988058585884276
1420,5,0.9987986588652931
1421,5,0.9987986588652932
1422,5,0.9988058817752847
1423,5,0.9988131046852764
1424,5,0.9988106738617553
1425,5,0.9988082662250916
1426,5,0.998817896771747
1427,5,0.9988203044084111
1428,5,0.9988203044084111
1429,5,0.9988058585884276
1430,5,0.9988130814984195
1431,5,0.998820304408411
1432,5,0.9988154891350831
1433,5,0.9988106738617553
1434,5,0.9987842130453097
1435,5,0.9987890283186376
1436,5,0.9988106738617554
1437,5,0.9988106738617553
1438,5,0.9988058585884276
1439,5,0.9988034509517637
1440,5,0.9988106738617553
1441,5,0.9987986356784359
1442,5,0.9987938435919651
1443,5,0.9988106970486124
1444,5,0.9988082894119487
1445,5,0.9987962512286293
1446,5,0.9987986588652931
1447,5,0.9987986588652931
1448,5,0.9988155123219402
1449,5,0.9988203275952681
1450,5,0.9988203275952682
1451,5,0.9988203275952681
1452,5,0.9988179199586039
1453,5,0.9988155123219402
1454,5,0.9988106970486124
1455,5,0.9988058817752846
1456,5,0.9988058817752846
1457,5,0.9988010665019569
1458,5,0.9988131046852762
1459,5,0.9988275505052596
1460,5,0.9988179199586039
1461,5,0.99879868205215
1462,5,0.9988034741386208
1463,5,0.9988058817752847
1464,5,0.9988155123219402
1465,5,0.9988347502283942
1466,5,0.9988251428685958
1467,5,0.9988323889654446
1468,5,0.9988275505052596
1469,5,0.9988347734152512
1470,5,0.9988251428685957
1471,5,0.9988299581419235
1472,5,0.9988443807750498
1473,5,0.9988371578650581
1474,5,0.9988323425917305
1475,5,0.9988323425917304
1476,5,0.9988275505052598
1477,5,0.9988227352319322
1478,5,0.9988155123219405
1479,5,0.9987962744154866
1480,5,0.998805904962142
1481,5,0.9988034973254781
1482,5,0.9988010896888144
1483,5,0.9988083125988058
1484,5,0.9988155355087974
1485,5,0.998808335785663
1486,5,0.9988131510589908
1487,5,0.9988035205123351
1488,5,0.9988107434223268
1489,5,0.998808335785663
1490,5,0.9988059281489992
1491,5,0.9987938899656796
1492,5,0.9987914823290157
1493,5,0.9987914823290157
1494,5,0.99879868205215
1495,5,0.9988010896888142
1496,5,0.9987914591421584
1497,5,0.998801089688814
1498,5,0.9988034973254779
1499,5,0.9988034973254779
1500,5,0.9987962512286293
1501,5,0.9987914359553014
1502,5,0.9987962512286291
1503,5,0.9987890283186374
1504,5,0.9987842130453096
1505,5,0.9987938435919651
1506,5,0.9988082894119484
1507,5,0.998796251228629
1508,5,0.9987986588652928
1509,5,0.998798658865293
1510,5,0.9987890283186373
1511,5,0.9987914359553012
1512,5,0.9987938435919651
1513,5,0.9987794441456964
1514,5,0.9987698135990408
1515,5,0.9987866438688309
1516,5,0.9988010665019571
1517,5,0.9987986356784361
1518,5,0.99878421304531
1519,5,0.9987817822217888
1520,5,0.99878421304531
1521,5,0.998781805408646
1522,5,0.9987746056855116
1523,5,0.9987890283186375
1524,5,0.9987794209588394
1525,5,0.998786643868831
1526,5,0.9987914591421587
1527,5,0.998789051505495
1528,5,0.9988058817752847
1529,5,0.9988131046852764
1530,5,0.9988107202354697
1531,5,0.9987986820521503
1532,5,0.9988083125988059
1533,5,0.9988034741386209
1534,5,0.9988155123219404
1535,5,0.9988106970486126
1536,5,0.9988179431454616
1537,5,0.9988203275952683
1538,5,0.9988034741386209
1539,5,0.9988034741386209
1540,5,0.9988058817752848
1541,5,0.9988155123219404
1542,5,0.9988034741386209
1543,5,0.9987986588652931
1544,5,0.9987866438688311
1545,5,0.9987890515054952
1546,5,0.9987866438688312
1547,5,0.9988058817752851
1548,5,0.9987890515054952
1549,5,0.9987842362321674
1550,5,0.9987962512286297
1551,5,0.9988010665019574
1552,5,0.9988058817752852
1553,5,0.9988058817752852
1554,5,0.9988010665019574
1555,5,0.9987938435919657
1556,5,0.9987962512286297
1557,5,0.9988034741386213
1558,5,0.9988106970486128
1559,5,0.9988082894119489
1560,5,0.9988131278721339
1561,5,0.9988034973254784
1562,5,0.9988083125988062
1563,5,0.9988010896888145
1564,5,0.9987962744154867
1565,5,0.9988010896888144
1566,5,0.9987914591421587
1567,5,0.998803497325478
1568,5,0.9988155355087974
1569,5,0.9988179199586041
1570,5,0.9988155355087975
1571,5,0.9988371810519153
1572,5,0.9988275505052597
1573,5,0.9988155123219403
1574,5,0.9988082894119489
1575,5,0.9988034973254779
1576,5,0.9988179431454612
1577,5,0.9988155355087973
1578,5,0.9988155355087974
1579,5,0.9988179431454614
1580,5,0.9988131278721335
1581,5,0.9988131278721334
1582,5,0.9988155123219401
1583,5,0.9988083125988056
1584,5,0.9988059049621417
1585,5,0.9988131278721335
1586,5,0.9988251660554528
1587,5,0.9988034973254779
1588,5,0.9988059049621418
1589,5,0.9988106970486124
1590,5,0.9988131046852764
1591,5,0.9988203275952681
1592,5,0.998808312598806
1593,5,0.9988131278721337
1594,5,0.9988323889654447
1595,5,0.9988034973254781
1596,5,0.9988034973254781
1597,5,0.9988131278721337
1598,5,0.9988203507821255
1599,5,0.9988107202354698
1600,5,0.9988179431454616
1601,5,0.9988155123219404
1602,5,0.9988131278721338
1603,5,0.9988034973254781
1604,5,0.9988203507821254
1605,5,0.9988107202354698
1606,5,0.9988179431454615
1607,5,0.9988251660554531
1608,5,0.9988227584187892
1609,5,0.9988155123219404
1610,5,0.9988275505052598
1611,5,0.9988299581419238
1612,5,0.9988275505052597
1613,5,0.9988275505052596
1614,5,0.9988179431454614
1615,5,0.9988179199586041
1616,5,0.9988275505052596
1617,5,0.998803497325478
1618,5,0.9987986820521503
1619,5,0.9987962744154865
1620,5,0.9987890515054949
1621,5,0.9987890515054947
1622,5,0.9988034741386209
1623,5,0.998803474138621
1624,5,0.998803474138621
1625,5,0.9988010665019571
1626,5,0.9987770133221754
1627,5,0.9987746288723687
1628,5,0.998789074692352
1629,5,0.9987842594190242
1630,5,0.9987842594190243
1631,5,0.9987746520592259
1632,5,0.9987794673325537
1633,5,0.998772244422562
1634,5,0.9987962744154862
1635,5,0.9987914591421586
1636,5,0.9987914591421587
1637,5,0.9987938667788224
1638,5,0.9987890283186375
1639,5,0.9987914591421588
1640,5,0.9987914591421586
1641,5,0.9987962744154865
1642,5,0.9987938435919652
1643,5,0.998801066501957
1644,5,0.9987962512286294
1645,5,0.9987890283186376
1646,5,0.9988010433151001
1647,5,0.9987962512286295
1648,5,0.9987914359553017
1649,5,0.9987890283186378
1650,5,0.9987818054086463
1651,5,0.9987721748619909
1652,5,0.9987673595886631
1653,5,0.9987625675021925
1654,5,0.9987625675021925
